編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLPLKHOFFDK66CC,42,106.28,住家用,加強磚造,65年12月6日,二層,
RPUNMLOJLHOFFDK66CC,6,260.19,住商用,鋼筋混凝土造,102年7月9日,五層,
RPQNMLTJMHOFFDK86CC,11,341.86,見其他登記事項,鋼筋混凝土造,96年11月20日,四層,
RPQOMLPKLHOFFDK56CC,6,63.90,見其他登記事項,鋼筋混凝土造,101年10月23日,四層,
RPVNMLQJNHOFFDK17CC,,125.43,住工用,加強磚造,,二層,
RPROMLOJLHOFFFK66CC,8,275.30,見其他登記事項,見其他登記事項,100年5月3日,三層,
