編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSNMLKMNHNFFAX27CA,18,27.86,見其他登記事項,鋼筋混凝土造,89年1月11日,五層,四層
RPSNMLKMNHNFFAX27CA,18,3.29,見其他登記事項,鋼筋混凝土造,89年1月11日,五層,
RPSNMLKMNHNFFAX27CA,18,27.86,見其他登記事項,鋼筋混凝土造,89年1月11日,五層,四層
RPSNMLKMNHNFFAX27CA,18,3.29,見其他登記事項,鋼筋混凝土造,89年1月11日,五層,
RPQNMLTLNHNFFAX87CA,40,72.04,住家用,見其他登記事項,67年2月19日,二層,一層 二層 電梯樓梯間
RPPNMLTKOHNFFAX77CA,19,333.31,住商用,鋼筋混凝土造,88年5月15日,七層,一層 二層
RPPNMLTKOHNFFAX77CA,19,46.52,見其他登記事項,鋼筋混凝土造,88年5月15日,七層,
RPQNMLLLOHNFFAX17CA,22,102.65,住家用,鋼筋混凝土造,85年2月2日,八層,六層
RPUNMLKMNHNFFAX57DA,37,97.43,住商用,鋼筋混凝土造,69年11月22日,四層,一層 二層 三層 四層 電梯樓梯間 地下層
RPUNMLKMNHNFFAX57DA,37,97.43,住商用,鋼筋混凝土造,69年11月22日,四層,一層 二層 三層 四層 電梯樓梯間 地下層
RPUNMLKMNHNFFAX57DA,37,97.43,住商用,鋼筋混凝土造,69年11月22日,四層,一層 二層 三層 四層 電梯樓梯間 地下層
RPRNMLLMNHNFFAX37DA,23,175.02,住商用,鋼筋混凝土造,84年7月4日,三層,一層 二層 三層 電梯樓梯間
RPVNMLKMNHNFFAX57CA,29,193.77,住商用,鋼筋混凝土造,78年1月20日,五層,一層 二層 三層 四層 五層 地下層
RPQNMLMJOHNFFAX07CA,4,364.13,住家用,鋼筋混凝土造,103年9月17日,三層,一層 二層 三層 見其他登記事項
RPRNMLMJOHNFFAX17CA,12,114.38,見其他登記事項,鋼筋混凝土造,95年7月10日,十四層,五層
RPRNMLMJOHNFFAX17CA,12,72.35,共用部份,鋼筋混凝土造,95年7月10日,十四層,
RPRNMLTKOHNFFAX97CA,36,93.22,住商用,鋼筋混凝土加強磚造,71年8月6日,二層,一層 二層 電梯樓梯間
RPRNMLLLOHNFFAX27CA,12,115.59,見其他登記事項,鋼筋混凝土造,95年6月29日,十四層,五層
RPRNMLLLOHNFFAX27CA,12,76.98,共用部份,鋼筋混凝土造,95年6月29日,十四層,
RPRNMLQLOHNFFAX77CA,22,524.90,商業用,鋼筋混凝土造,84年8月18日,十層,九層
RPRNMLQLOHNFFAX77CA,22,153.17,見其他登記事項,鋼筋混凝土造,84年8月18日,十層,
RPRNMLMLOHNFFAX37CA,1,219.89,住家用,鋼筋混凝土造,106年11月6日,三層,一層 二層 三層
RPPNMLMLOHNFFAX17CA,63,88.71,商業用,見其他登記事項,44年9月1日,二層,一層 二層 騎樓
RPSNMLTKOHNFFAX08CA,50,15.39,住商用,鋼筋混凝土加強空心磚造,57年6月10日,二層,一層 二層
RPPNMLQLOHNFFAX57CA,41,125.08,住家用,加強磚造,66年7月1日,一層,一層
RPTNMLQJPHNFFAX97DA,,2.85,住家用,見其他登記事項,,一層,
RPQNMLMJPHNFFAX17CA,46,125.82,住家用,見其他登記事項,61年1月2日,二層,一層 二層 電梯樓梯間
RPSNMLTKPHNFFAX18CA,86,127.27,住家用,見其他登記事項,21年1月1日,一層,一層
RPUNMLMJPHNFFAX67DA,11,254.52,住家用,加強磚造,96年3月1日,二層,一層 二層 見其他登記事項
RPRNMLPLOHNFFAX77DA,,30.58,住家用,見其他登記事項,,一層,一層
RPXNMLQJPHNFFAX28CA,,25.39,住家用,見其他登記事項,,一層,一層
RPQNMLQKPHNFFAX67CA,1,264.53,住家用,鋼筋混凝土造,106年5月8日,四層,一層 二層 三層 四層 見其他登記事項
RPUNMLNLPHNFFAX87CA,15,185.85,住家用,鋼筋混凝土造,92年5月14日,三層,一層 二層 三層 電梯樓梯間
RPPNMLPLOHNFFAX47CA,12,108.47,見其他登記事項,鋼筋混凝土造,95年6月29日,十二層,四層
RPPNMLPLOHNFFAX47CA,12,92.35,共用部份,鋼筋混凝土造,95年6月29日,十四層,
RPTNMLMJPHNFFAX47CA,24,143.31,住家用,鋼筋混凝土造,83年5月25日,三層,一層 二層 三層
RPQNMLKKPHNFFAX07CA,6,179.88,住商用,鋼筋混凝土造,101年6月19日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLQKPHNFFAX77CA,,8.88,住家用,見其他登記事項,,一層,一層
RPRNMLOJPHNFFAX47CA,1,207.20,住家用,鋼筋混凝土造,106年11月16日,三層,一層 二層 三層
RPRNMLKLPHNFFAX37DA,30,122.29,住家用,鋼筋混凝土加強磚造,77年2月13日,二層,一層 二層 電梯樓梯間
RPVNMLNLPHNFFAX97CA,,317.14,住家用,鋼筋混凝土造,107年1月24日,三層,一層 二層 三層 見其他登記事項
RPPNMLPLPHNFFAX57CA,20,184.82,住家用,鋼筋混凝土造,87年6月2日,三層,一層 二層 三層 電梯樓梯間
RPPNMLQKPHNFFAX57CA,1,351.12,住家用,鋼筋混凝土造,106年5月8日,四層,一層 二層 三層 四層 見其他登記事項
RPPNMLKKPHNFFAX96CA,39,85.60,住家用,鋼筋混凝土加強磚造,67年11月22日,二層,一層 二層 電梯樓梯間
RPSNMLKKPHNFFAX27CA,39,77.30,住家用,鋼筋混凝土加強磚造,68年3月5日,二層,一層 二層 電梯樓梯間
RPRNMLPKPHNFFAX67CA,30,40.92,住家用,加強磚造,77年3月4日,一層,一層
RPQNMLLKPHNFFAX17CA,,255.46,住家用,鋼筋混凝土造,107年3月28日,三層,一層 二層 三層 見其他登記事項
RPTNMLQLPHNFFAX08CA,25,118.66,住家用,鋼筋混凝土造,82年11月5日,七層,七層
RPTNMLQLPHNFFAX08CA,25,34.85,見其他登記事項,鋼筋混凝土造,82年11月5日,七層,
RPQNMLTKPHNFFAX97CA,3,216.64,住家用,鋼筋混凝土造,104年10月29日,三層,一層 二層 三層
RPWNMLRKPHNFFAX38CA,25,137.92,住家用,加強磚造,82年11月22日,二層,一層 二層 電梯樓梯間
RPRNMLOKQHNFFAX67CA,1,357.62,住家用,鋼筋混凝土造,106年8月22日,三層,一層 二層 三層 見其他登記事項
RPPNMLQLPHNFFAX67CA,38,117.20,住家用,鋼筋混凝土加強磚造,69年4月5日,三層,一層 二層 三層
RPPNMLTKPHNFFAX87CA,22,175.06,住家用,鋼筋混凝土造,85年4月25日,五層,一層 二層 三層 四層 五層
RPTNMLQJQHNFFAX97CA,84,12.74,住家用,見其他登記事項,24年1月1日,一層,一層
RPSNMLQJQHNFFAX97DA,91,53.72,住家用,見其他登記事項,17年1月1日,一層,一層
RPQNMLRLPHNFFAX97DA,,282.63,住家用,鋼筋混凝土造,107年5月15日,四層,一層 二層 三層 四層
RPRNMLRLPHNFFAX08DA,,280.44,住家用,鋼筋混凝土造,107年5月15日,四層,一層 二層 三層 四層
RPQNMLKKRHNFFAX27CA,12,35.31,見其他登記事項,鋼筋混凝土造,95年7月10日,七層,二層
RPQNMLKKRHNFFAX27CA,12,22.35,共用部份,鋼筋混凝土造,95年7月10日,十四層,
RPPOMLKMPHNFFAX27CA,101,104.13,住家用,見其他登記事項,7年1月1日,一層,一層
RPSNMLLMPHNFFAX67DA,27,174.01,住家用,見其他登記事項,80年2月22日,三層,一層 二層 三層 夾層
RPRNMLLMPHNFFAX47CA,81,63.82,住家用,見其他登記事項,27年1月1日,一層,一層
RPQNMLTLQHNFFAX28DA,1,273.40,住家用,鋼筋混凝土造,106年5月8日,四層,一層 二層 三層 四層 見其他登記事項
RPQNMLSJQHNFFAX87CA,,101.78,住商用,見其他登記事項,,二層,一層 二層
RPQNMLNKQHNFFAX57DA,12,107.63,見其他登記事項,鋼筋混凝土造,95年7月10日,十層,八層
RPQNMLTKQHNFFAX08CA,,321.63,住家用,鋼筋混凝土造,107年2月2日,三層,一層 二層 三層 見其他登記事項
