編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVOMLQKJIMFFAT27CA,18,93.54,見其他登記事項,鋼筋混凝土造,88年5月14日,六層,六層
RPVOMLQKJIMFFAT27CA,18,32.90,見其他登記事項,鋼筋混凝土造,88年5月14日,六層,
RPPOMLNKJIMFFAT98CA,3,279.12,住家用,鋼筋混凝土造,103年6月10日,四層,一層 二層 三層 四層
RPRNMLQKJIMFFAT76CA,27,134.24,住家用,鋼筋混凝土造,80年1月30日,三層,一層 二層 三層
RPTNMLOKJIMFFAT76CA,15,152.73,住家用,鋼筋混凝土造,91年6月11日,三層,一層 二層 三層
RPOPMLQKJIMFFAT66CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPOPMLQKJIMFFAT66CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPXOMLQKJIMFFAT47CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPXOMLQKJIMFFAT47CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPWOMLQKJIMFFAT37CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPWOMLQKJIMFFAT37CA,,94.33,住家用,鋼筋混凝土造,106年9月4日,三層,一層 二層 三層 屋頂突出物
RPSPMLMLJIMFFAT76CA,,218.48,住家用,鋼筋混凝土造,106年8月30日,三層,一層 二層 三層
RPPNMLOKJIMFFBT09CA,,166.77,見其他登記事項,見其他登記事項,106年8月29日,三層,見其他登記事項
RPWNMLNKJIMFFCT17CA,14,14.17,見使用執照,鋼筋混凝土造,92年5月1日,五層,三層
RPWNMLNKJIMFFCT17CA,14,1.76,停車空間,鋼筋混凝土造,92年5月1日,五層,
RPWNMLNKJIMFFCT17CA,14,4.51,共同部份,鋼筋混凝土造,92年5月1日,五層,
RPOOMLQKJIMFFCT76CA,36,95.60,住家用,加強磚造,70年5月27日,二層,一層 二層
RPUNMLRLJIMFFCT47CA,21,105.08,住家用,鋼筋混凝土造,85年3月28日,十一層,二層
RPUNMLRLJIMFFCT47CA,21,29.70,見其他登記事項,鋼筋混凝土造,85年3月28日,十一層,
RPPNMLRLJIMFFCT96CA,42,112.00,住家用,加強磚造,65年3月25日,二層,一層 二層
RPQOMLLKKIMFFCT56CA,23,90.55,住家用,鋼筋混凝土造,83年8月12日,七層,六層
RPQOMLLKKIMFFCT56CA,23,57.92,見其他登記事項,鋼筋混凝土造,83年8月12日,七層,
RPWNMLSJKIMFFCT67CA,23,246.60,住商用,鋼筋混凝土造,83年7月11日,四層,一層 二層 三層 四層 騎樓
RPVNMLOLJIMFFCT37DA,30,98.64,住家用,加強磚造,76年7月22日,二層,一層 二層
RPPNMLRKJIMFFET17DA,22,46.82,住家用,鋼筋混凝土造,84年7月10日,四層,一層
RPPNMLRKJIMFFET17DA,22,37.47,共用部份,鋼筋混凝土造,84年7月10日,四層,
RPXNMLPKJIMFFAT37DA,23,17.82,住家用,鋼筋混凝土造,84年1月4日,五層,二層
RPXNMLPKJIMFFAT37DA,23,8.44,見其他登記事項,鋼筋混凝土造,84年1月4日,五層,
RPPOMLLJKIMFFAT88DA,39,76.60,住商用,加強磚造,67年11月16日,二層,一層 二層 騎樓
RPPNMLPKJIMFFET86CA,17,79.83,農舍,鋼筋混凝土造,89年7月6日,二層,
RPPNMLKLJIMFFET09CA,,105.25,見其他登記事項,見其他登記事項,106年7月5日,五層,二層
RPPNMLKLJIMFFET09CA,,20.81,見其他登記事項,見其他登記事項,106年7月5日,五層,
RPPNMLQKJIMFFBT66CA,7,204.04,見其他登記事項,鋼筋混凝土造,99年9月23日,三層,一層 二層 三層
RPTNMLKLJIMFFBT56CA,,202.67,見其他登記事項,鋼筋混凝土造,106年6月5日,三層,見其他登記事項
RPQQMLQKJIMFFAT96CA,22,13.45,見其他登記事項,鋼筋混凝土造,84年6月13日,九層,
RPRNMLKLJIMFFBT98CA,,195.20,住家用,鋼筋混凝土造,106年6月5日,三層,一層 二層 三層
RPSNMLKLJIMFFBT09CA,,195.20,住家用,鋼筋混凝土造,106年6月5日,三層,一層 二層 三層
RPPPMLLLJIMFFCT56CA,37,120.00,住商用,加強磚造,69年9月17日,二層,一層 二層 騎樓
RPWNMLMLJIMFFAT96CA,1,106.38,見其他登記事項,鋼筋混凝土造,105年12月8日,五層,五層
RPWNMLMLJIMFFAT96CA,1,45.84,見其他登記事項,鋼筋混凝土造,105年12月8日,五層,
RPTNMLRKJIMFFAT07CA,33,61.17,國民住宅,鋼筋混凝土造,73年10月13日,五層,一層
RPTNMLRKJIMFFAT07CA,34,11.11,共有部份,鋼筋混凝土造,73年3月16日,,
RPWNMLRKJIMFFAT37CA,28,118.60,住家用,鋼筋混凝土造,78年5月15日,三層,一層 二層 三層
RPVNMLTLJIMFFAT57CA,38,104.25,住家用,鋼筋混凝土造,69年3月14日,三層,一層 二層 三層
RPRNMLKLJIMFFAT88CA,1,102.38,見其他登記事項,鋼筋混凝土造,105年12月8日,五層,二層
RPRNMLKLJIMFFAT88CA,1,45.84,見其他登記事項,鋼筋混凝土造,105年12月8日,五層,
RPOOMLPKJIMFFAT09CA,3,262.57,住商用,鋼筋混凝土造,104年1月26日,四層,一層 二層 三層 四層 騎樓
RPQPMLQKJIMFFAT86CA,24,28.85,住家用,鋼筋混凝土造,82年11月20日,七層,七層
RPQPMLQKJIMFFAT86CA,24,11.65,見其他登記事項,鋼筋混凝土造,82年11月20日,七層,
RPTNMLSKKIMFFAT27CA,,26.81,住家用,見其他登記事項,,一層,一層
RPROMLRLJIMFFAT07CA,23,109.83,住家用,鋼筋混凝土造,83年6月30日,六層,六層
RPROMLRLJIMFFAT07CA,23,28.07,見其他登記事項,鋼筋混凝土造,83年6月30日,六層,
RPPOMLRLJIMFFAT86CA,23,165.85,住家用,鋼筋混凝土造,83年7月7日,四層,一層 二層 三層 四層
RPQOMLOLJIMFFAT66CA,38,76.36,住家用,加強磚造,68年8月31日,二層,一層 二層
RPSOMLRLJIMFFAT17CA,41,109.36,住商用,鋼筋混凝土加強磚造,65年4月27日,二層,一層 二層 騎樓
RPUNMLQKJIMFFAT07CA,,98.74,見其他登記事項,鋼筋混凝土造,106年6月16日,五層,五層
RPUNMLQKJIMFFAT07CA,,42.96,見其他登記事項,鋼筋混凝土造,106年6月16日,五層,
RPWNMLQKJIMFFAT27CA,,49.37,見其他登記事項,鋼筋混凝土造,106年6月16日,五層,三層
RPWNMLQKJIMFFAT27CA,,21.51,見其他登記事項,鋼筋混凝土造,106年6月16日,五層,
