編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPROMLPKRHNFFAX97CA,,22.88,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPPOMLPKRHNFFAX77CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,五層
RPPOMLPKRHNFFAX77CA,,20.41,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPUOMLPKRHNFFAX28CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,五層
RPUOMLPKRHNFFAX28CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPSNMLPKRHNFFAX97CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,三層
RPSNMLPKRHNFFAX97CA,,20.41,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPWOMLPKRHNFFAX48CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPWOMLPKRHNFFAX48CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPTOMLPKRHNFFAX18CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,五層
RPTOMLPKRHNFFAX18CA,,20.41,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPSOMLPKRHNFFAX08CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,五層
RPSOMLPKRHNFFAX08CA,,20.41,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPQOMLPKRHNFFAX87CA,,36.14,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,五層
RPQOMLPKRHNFFAX87CA,,21.80,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPXOMLPKRHNFFAX58CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPXOMLPKRHNFFAX58CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPOPMLPKRHNFFAX77CA,,36.14,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPOPMLPKRHNFFAX77CA,,21.80,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPQPMLPKRHNFFAX97CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPQPMLPKRHNFFAX97CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPPPMLPKRHNFFAX87CA,,37.93,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPPPMLPKRHNFFAX87CA,,22.88,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPVOMLPKRHNFFAX38CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPVOMLPKRHNFFAX38CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPWPMLPKRHNFFAX58CA,,37.93,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPWPMLPKRHNFFAX58CA,,22.88,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPSPMLPKRHNFFAX18CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPSPMLPKRHNFFAX18CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPRPMLPKRHNFFAX08CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,六層
RPRPMLPKRHNFFAX08CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPVPMLPKRHNFFAX48CA,,36.14,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPVPMLPKRHNFFAX48CA,,21.80,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPUPMLPKRHNFFAX38CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPUPMLPKRHNFFAX38CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPOQMLPKRHNFFAX87CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPOQMLPKRHNFFAX87CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPRQMLPKRHNFFAX18CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPRQMLPKRHNFFAX18CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPSQMLPKRHNFFAX28CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPSQMLPKRHNFFAX28CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPPQMLPKRHNFFAX97CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPPQMLPKRHNFFAX97CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPTQMLPKRHNFFAX38CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPTQMLPKRHNFFAX38CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPTPMLPKRHNFFAX28CA,,33.83,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,七層
RPTPMLPKRHNFFAX28CA,,20.39,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPUQMLPKRHNFFAX48CA,,36.14,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPUQMLPKRHNFFAX48CA,,21.80,共用部份,鋼筋混凝土造,107年6月20日,九層,
RPORMLPKRHNFFAX97CA,,39.04,見其他登記事項,鋼筋混凝土造,107年6月20日,九層,八層
RPORMLPKRHNFFAX97CA,,23.55,共用部份,鋼筋混凝土造,107年6月20日,九層,
