編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLTLQHMFFCT58CA,1,58.40,見其他登記事項,見其他登記事項,105年11月4日,七層,三層
RPXNMLTLQHMFFCT58CA,1,34.71,見其他登記事項,見其他登記事項,105年11月4日,七層,
RPSNMLSJRHMFFCT87CA,24,194.01,住家用,鋼筋混凝土造,83年1月5日,四層,
RPVNMLTLQHMFFCT38CA,1,58.10,見其他登記事項,見其他登記事項,105年11月4日,七層,三層
RPVNMLTLQHMFFCT38CA,1,34.43,見其他登記事項,見其他登記事項,105年11月4日,七層,
RPOOMLKKQHMFFAT56CA,48,79.04,住家用,磚造,58年6月26日,二層,一層 二層
RPRNMLMLQHMFFAT07CA,,196.52,住家用,鋼筋混凝土造,106年5月16日,三層,一層 二層 三層 屋頂突出物
RPPOMLKKQHMFFAT66CA,29,115.32,住家用,鋼筋混凝土造,77年3月24日,二層,一層 二層
RPTNMLMLQHMFFAT27CA,25,83.11,住家用,鋼筋混凝土造,81年11月11日,十二層,十二層
RPTNMLMLQHMFFAT27CA,25,20.10,共有部份,鋼筋混凝土造,81年11月11日,十二層,
RPWNMLQKQHMFFAT87CA,2,223.25,見其他登記事項,鋼筋混凝土造,104年6月12日,四層,一層 二層 三層 四層 屋頂突出物
RPVNMLQKQHMFFAT77CA,2,212.34,見其他登記事項,鋼筋混凝土造,104年6月12日,四層,一層 二層 三層 四層
RPVOMLTLQHMFFAT28CA,20,78.39,住家用,鋼筋混凝土造,86年4月29日,四層,四層
RPVOMLTLQHMFFAT28CA,20,49.74,見其他登記事項,鋼筋混凝土造,86年4月29日,七層,
RPUNMLMLQHMFFAT37CA,22,112.58,住家用,鋼筋混凝土造,84年9月8日,三層,一層 二層 三層
RPPNMLKMQHMFFBT86CA,28,246.65,住商用,鋼筋混凝土造,78年4月28日,四層,一層 二層 三層 四層 騎樓
RPWOMLTLQHMFFAT38CA,1,169.90,見其他登記事項,鋼筋混凝土造,105年11月25日,四層,一層 二層 三層 四層
