編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLQKQHHFFAV27DA,43,50.50,住家用,見其他登記事項,58年1月15日,一層,一層 騎樓
RPPNMLLMQHHFFAV56CA,31,144.52,住家用,加強磚造,70年8月3日,二層,一層 二層
