編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPROMLMLQHHFFCF28EA,,103.21,住家用,鋼筋混凝土造,74年10月14日,五層,四層
RPQNMLRLQHHFFHF88CA,,57.60,住家用,鋼筋混凝土造,72年2月26日,五層,三層
RPOPMLOJKHIFFHF87CA,15,74.05,住家用,鋼筋混凝土造,86年5月2日,十二層,六層
RPOPMLOJKHIFFHF87CA,15,15.60,共有部份,鋼筋混凝土造,86年5月2日,十二層,
