編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLRLQHHFFFP07DA,16,2975.04,見其他登記事項,見其他登記事項,85年9月5日,一層,見其他登記事項
RPSNMLLKRHHFFAP88DA,15,53.41,住家用,鋼筋混凝土造,86年10月31日,五層,五層
